ARocketLogger CSV File
File Version,3
Block Size,1
Block Count,1785059             
Sample Count,1785059             
Sample Rate,1
MAC Address,98:5d:ad:b2:2e:9d
Start Time,Wed Mar 10 03:16:18 2021
Comment,

,I1L_valid,I2L_valid,I1H [nA],I1L [10pA],V1 [10nV],V2 [10nV],I2H [nA],I2L [10pA]
1615675361.634626531,1,1,-49213,529795,-1195015,25821778,124006,-55374
1615675362.638153968,1,1,-145711,-8955099,-1222786,25824838,129110,235541
1615675363.641679560,1,1,-49593,430422,-1195384,25821778,125329,-172496
1615675364.645216765,1,1,-49435,511340,-1194647,25821778,125581,-134512
1615675365.648763804,1,1,-49593,493376,-1194032,25822758,124069,-93691
1615675366.652290588,1,1,-48960,538786,-1194524,25821901,126180,-46039
1615675367.655825578,1,1,-48169,791021,-1193664,25824961,128889,198467
1615675368.659352458,1,1,-46999,645099,-1195138,25822390,128480,16058
1615675369.662889666,1,1,-51016,357899,-1196244,25820677,123817,-287692
1615675370.666422745,1,1,-50320,524134,-1194155,25823614,125424,-59559
1615675371.669960473,1,1,-48043,747398,-1192926,25824471,130307,194807
1615675372.673493136,1,1,-48581,693997,-1194278,25822146,128259,69611
1615675373.677018093,1,1,-61738,-523030,-1197719,25822513,124730,-19035
1615675374.680554361,1,1,-50447,343878,-1194647,25822146,125676,-243824
1615675375.684092173,1,1,-47916,533107,-1193664,25822758,126778,-52099
1615675376.687627244,1,1,-47980,807075,-1193295,25823737,128165,223510
1615675377.691150047,1,1,-48960,646589,-1193172,25822023,128480,18685
1615675378.694682847,1,1,-53546,355831,-1195261,25821044,123470,-293121
1615675379.698222535,1,1,-48359,521558,-1194524,25822880,124289,-61555
1615675380.701760739,1,1,-46430,728067,-1191820,25825328,129771,175526
1615675381.705287003,1,1,-45702,696766,-1192558,25822880,126526,74409
1615675382.708817613,1,1,-48138,612798,-1194032,25822146,126967,-14535
1615675383.712359568,1,1,-52471,440447,-1195015,25821534,125140,-159152
1615675384.715881314,1,1,-64553,-1089297,-1198456,25823370,127062,-90171
1615675385.719418756,1,1,-46999,783274,-1192558,25824961,131284,204036
1615675386.722969789,1,1,-49087,656438,-1193909,25822758,127503,27529
1615675387.726479556,1,1,-50605,385187,-1195630,25821166,124289,-272964
1615675388.730016789,1,1,-48328,511568,-1193172,25822513,127345,-71572
1615675389.733543299,1,1,-48612,574732,-1193541,25823982,128070,-2784
1615675390.737074244,1,1,-48233,751745,-1191575,25823492,129173,145334
1615675391.740615760,1,1,-48296,637072,-1193541,25822390,126841,9649
1615675392.744148552,1,1,-51269,363508,-1194647,25821534,122273,-270163
1615675393.747675086,1,1,-49182,527481,-1192558,25822880,127755,-57282
1615675394.751206580,1,1,-46177,787673,-1191452,25824838,131378,239884
1615675395.754739414,1,1,-46019,920854,-1192066,25823982,129456,401960
1615675396.758285255,1,1,-49055,585931,-1193418,25823370,126274,-50820
1615675397.761811590,1,1,-50162,450647,-1192803,25822635,125644,-145982
1615675398.765346922,1,1,-49719,531337,-1193172,25823002,127597,-51906
1615675399.768876851,1,1,-47284,809493,-1191206,25824838,129992,236241
1615675400.772408369,1,1,-47284,655019,-1192558,25823982,124541,27669
1615675401.775941167,1,1,-49593,374829,-1193786,25822146,123596,-282701
1615675402.779476491,1,1,-49118,514460,-1192312,25823614,126652,-67860
1615675403.782996349,1,1,-51079,611624,-1191943,25823982,126621,41083
1615675404.786535334,1,1,-47126,726840,-1191452,25823982,129299,112726
1615675405.790070336,1,1,-48043,631814,-1192066,25823614,126810,5709
1615675406.793606889,1,1,-57753,-192856,-1195630,25821534,124730,-538837
1615675407.797134804,1,1,-49308,521663,-1192312,25824104,122462,-64900
1615675408.800673134,1,1,-44880,816171,-1190960,25823859,128385,259007
1615675409.804202963,1,1,-48707,666831,-1192312,25823492,129173,41399
1615675410.807741763,1,1,-48201,534492,-1192926,25823125,122966,-104461
1615675411.811271473,1,1,-50162,480196,-1192681,25823737,125865,-108068
1615675412.814804279,1,1,-51206,534299,-1192803,25822758,124762,-48911
1615675413.818332570,1,1,-48106,807250,-1190837,25825818,127975,231845
1615675414.821868598,1,1,-48391,653459,-1192558,25824716,125865,27056
1615675415.825407987,1,1,-47695,400295,-1193664,25821901,126054,-256258
1615675416.828942195,1,1,-49529,508939,-1191575,25823002,125045,-74164
1615675417.832466769,1,1,-50447,455730,-1192435,25823370,125077,-79961
1615675418.835995922,1,1,-45734,777193,-1190346,25824716,126495,181095
1615675419.839519590,1,1,-48707,641804,-1191697,25823002,125455,15148
1615675420.843063277,1,1,-52977,355253,-1194278,25822390,123911,-295468
1615675421.846599046,1,1,-50478,512970,-1191820,25823614,125203,-67947
1615675422.850146980,1,1,-48929,582636,-1190346,25825083,125991,6479
1615675423.853662777,1,1,-45955,755986,-1190714,25824961,129047,152515
1615675424.857198852,1,1,-47537,638912,-1191083,25822880,125045,11645
1615675425.860720190,1,1,-53578,358443,-1192558,25822758,124384,-285118
1615675426.864264687,1,1,-49561,517877,-1192558,25823614,124667,-62589
1615675427.867800223,1,1,-47885,653213,-1190960,25824226,128606,89890
1615675428.871325329,1,1,-49150,666954,-1191575,25824349,127944,83306
1615675429.874864818,1,1,-48739,628537,-1190714,25823614,129047,280
1615675430.878391136,1,1,-50162,360195,-1192803,25822880,123659,-273858
1615675431.881937539,1,1,-50478,520191,-1191575,25824349,128795,-60855
1615675432.885471011,1,1,-47790,722459,-1189854,25826674,126873,171358
1615675433.888987241,1,1,-46240,708771,-1189977,25823614,125802,90854
1615675434.892521888,1,1,-49087,631376,-1190100,25823614,127188,3187
1615675435.896057463,1,1,-52629,378300,-1190960,25821901,126684,-242633
1615675436.899600413,1,1,-48422,523380,-1190469,25823737,126022,-57317
1615675437.903122041,1,1,-47537,809931,-1188503,25827286,130086,261179
1615675438.906663125,1,1,-47916,676453,-1189240,25824104,126369,51924
1615675439.910190085,1,1,-51585,607838,-1189731,25824471,125581,-83621
1615675440.913725932,1,1,-49245,460830,-1190469,25823614,124510,-133268
1615675441.917262695,1,1,-51079,530233,-1189240,25825206,124825,-52589
1615675442.920788886,1,1,-46683,808372,-1187888,25826430,130433,234612
1615675443.924321292,1,1,-50605,655983,-1189609,25824838,126148,27897
1615675444.927860935,1,1,-51301,392601,-1191329,25822023,123848,-262807
1615675445.931390375,1,1,-50700,505942,-1189240,25824961,126054,-73446
1615675446.934910397,1,1,-49593,554945,-1189363,25825083,125802,-23326
1615675447.938439044,1,1,-46525,762751,-1188257,25825940,128448,166052
1615675448.941983253,1,1,-47252,637650,-1188748,25825695,124226,12293
1615675449.945512418,1,1,-51332,353711,-1190714,25822758,124888,-283752
1615675450.949056378,1,1,-56393,-144782,-1192558,25825083,119217,-544704
1615675451.952585839,1,1,-48233,690526,-1187765,25826552,127566,135282
1615675452.956115305,1,1,-47031,712048,-1188994,25824716,127314,97088
1615675453.959643208,1,1,-49909,630465,-1188994,25825818,127944,6532
1615675454.963208178,1,1,-51933,364016,-1190714,25823002,124163,-257659
1615675455.966716059,1,1,-49023,521628,-1189363,25825818,125329,-57615
1615675456.970245282,1,1,-47094,775090,-1187274,25826919,129708,229044
1615675457.973783207,1,1,-47790,696555,-1187642,25826185,126306,76704
1615675458.977309324,1,1,-48517,624926,-1189731,25824838,126148,1873
1615675459.980851627,1,1,-50921,375373,-1190960,25824349,126306,-245960
1615675460.984373480,1,1,-49182,523643,-1188871,25824838,127755,-57265
1615675461.987912868,1,1,-49276,558941,-1188011,25826919,128606,27319
1615675462.991457052,1,1,-47790,709998,-1188625,25825573,126211,92832
1615675463.994978144,1,1,-51237,633462,-1189117,25824838,124730,7933
1615675464.998521088,1,1,-51712,356760,-1190223,25823859,122052,-278901
1615675466.002041464,1,1,-49371,515897,-1188011,25824961,126148,-64007
1615675467.005574336,1,1,-48264,606506,-1188257,25825573,126085,36005
1615675468.009095152,1,1,-48897,759719,-1186782,25825206,127345,160202
1615675469.012640682,1,1,-48992,640209,-1188503,25825818,125896,14535
1615675470.016200552,1,1,-51965,359109,-1190714,25823982,123313,-292508
1615675471.019708128,1,1,-49846,507134,-1189240,25825940,125959,-72010
1615675472.023234083,1,1,-51554,536735,-1189117,25825328,123754,-43640
1615675473.026778264,1,1,-47632,761279,-1187642,25822268,98612,-3013612
1615675474.030305482,1,1,-48644,652810,-1188380,25824961,127219,25848
1615675475.033837012,1,1,-50795,475324,-1189486,25824226,126148,-171043
1615675476.037370669,1,1,-49150,478391,-1188134,25824594,127093,-109312
1615675477.040903500,1,1,-51396,527937,-1188871,25825083,127566,-53044
1615675478.044435875,1,1,-45924,813402,-1186168,25826919,130937,255785
1615675479.047966897,1,1,-46398,674052,-1188748,25826430,127912,50785
1615675480.051504803,1,1,-47410,613044,-1186905,25824838,126306,-11155
1615675481.055045891,1,1,-52756,381945,-1189609,25824349,125234,-232966
1615675482.058577438,1,1,-47885,522644,-1187642,25825940,128354,-57493
1615675483.062098394,1,1,-49118,751500,-1186782,25826919,129267,205542
1615675484.065630414,1,1,-47252,642277,-1186168,25824349,122273,-427056
1615675485.069162004,1,1,-48328,628502,-1186782,25825450,126117,3414
1615675486.072707647,1,1,-52439,360125,-1188257,25825083,125171,-268867
1615675487.076234065,1,1,-49751,521119,-1188011,25825450,127251,-58946
1615675488.079796444,1,1,-47284,714923,-1186291,25828021,127156,163652
1615675489.083288878,1,1,-46335,706826,-1187274,25827409,128637,92202
1615675490.086836995,1,1,-48770,630184,-1187028,25825450,125077,5919
1615675491.090358860,1,1,-52218,374672,-1188503,25823737,122714,-243456
1615675492.093902504,1,1,-48770,526850,-1188011,25825818,124667,-53780
1615675493.097426338,1,1,-46968,809336,-1184079,25827042,127818,261546
1615675494.100955534,1,1,-46303,668549,-1186168,25826185,129141,47125
1615675495.104489405,1,1,-51079,488170,-1187642,25824349,119973,-631302
1615675496.108024357,1,1,-51554,471801,-1187520,25825940,123628,-114320
1615675497.111562285,1,1,-48264,532161,-1186414,25827042,125550,-49104
1615675498.115084622,1,1,-45418,795595,-1185922,25826307,129960,215051
1615675499.118619325,1,1,-47916,640840,-1186414,25824471,126526,16409
1615675500.122163041,1,1,-50921,352466,-1189117,25824594,124226,-291423
1615675501.125689944,1,1,-49814,518035,-1187274,25826430,125739,-61118
1615675502.129233858,1,1,-46303,720882,-1184570,25826797,127566,172391
1615675503.132757952,1,1,-49624,692507,-1185185,25826062,125234,73429
1615675504.136285348,1,1,-47410,604771,-1186414,25825083,128795,-21102
1615675505.139820195,1,1,-50320,453872,-1186414,25826674,125896,-136105
1615675506.143360554,1,1,-41306,1350067,-1183587,25826797,130212,473481
1615675507.146878280,1,1,-47189,795052,-1184816,25828633,126810,211286
1615675508.150422410,1,1,-48454,642785,-1185308,25826062,126558,16076
1615675509.153955374,1,1,-52250,348698,-1187642,25823859,122714,-290144
1615675510.157494360,1,1,-51617,517684,-1185553,25826062,125644,-60890
1615675511.161017529,1,1,-46999,767448,-1184448,25828266,128732,221881
1615675512.164556126,1,1,-47980,679765,-1185553,25826062,127345,60295
1615675513.168084651,1,1,-49213,590277,-1185308,25827286,125455,-37896
1615675514.171615186,1,1,-48865,460076,-1185799,25825206,125171,-128365
1615675515.175146650,1,1,-50320,529462,-1185431,25826552,127125,-50225
1615675516.178694727,1,1,-47853,801186,-1183342,25827654,128511,225016
1615675517.182221414,1,1,-51965,427513,-1186659,25825818,122084,-202197
1615675518.185745760,1,1,-51016,354780,-1187520,25824961,122021,-297061
1615675519.189278860,1,1,-50320,510481,-1185553,25826185,124195,-67545
1615675520.192823431,1,1,-48328,622578,-1185431,25827654,129740,57913
1615675521.196353563,1,1,-44342,723493,-1184202,25826185,127062,113690
1615675522.199885383,1,1,-51269,628817,-1186045,25826185,125392,6794
1615675523.203436470,1,1,-50763,366697,-1187028,25825083,123124,-254016
1615675524.206954495,1,1,-48802,523713,-1184939,25827164,125550,-54585
1615675525.210475387,1,1,-48233,807478,-1183587,25829490,127975,263508
1615675526.214010660,1,1,-47189,671353,-1184570,25826430,129015,49507
1615675527.217547380,1,1,-51111,560483,-1186414,25824961,125014,-72098
1615675528.221078379,1,1,-51743,449122,-1185185,25826797,124384,-156980
1615675529.224604829,1,1,-49498,529216,-1185431,25826919,127629,-50435
1615675530.228153517,1,1,-45797,803622,-1183587,25829122,128511,228238
1615675531.231677388,1,1,-47315,648254,-1184939,25826062,128417,24622
1615675532.235209743,1,1,-50225,369870,-1186168,25825206,124100,-284260
1615675533.238751618,1,1,-48201,507905,-1184816,25826062,124982,-70399
1615675534.242282317,1,1,-48549,569369,-1184448,25827531,125833,-3222
1615675535.245804633,1,1,-45323,752008,-1184448,25827409,127692,152077
1615675536.249338697,1,1,-48517,635109,-1184939,25827042,125802,11067
1615675537.252873273,1,1,-51617,353255,-1186414,25825573,123974,-282229
1615675538.256408869,1,1,-51301,517229,-1184325,25826797,125928,-60172
1615675539.259959304,1,1,-49340,639613,-1183956,25828266,126873,78840
1615675540.263477325,1,1,-46145,721302,-1183710,25827531,126621,110572
1615675541.267001734,1,1,-47695,629693,-1184448,25827286,126337,6934
1615675542.270538436,1,1,-51870,358933,-1185308,25825328,124384,-271073
1615675543.274067945,1,1,-47853,518368,-1184448,25826307,128291,-58859
1615675544.277617729,1,1,-47980,731607,-1184202,25828510,130149,184107
1615675545.281133509,1,1,-48486,699622,-1185185,25827898,128700,85092
1615675546.284676649,1,1,-49245,625978,-1183956,25827042,125802,4010
1615675547.288198739,1,1,-49814,373585,-1185676,25826062,124510,-242861
1615675548.291729391,1,1,-49846,523030,-1183342,25826919,125896,-53552
1615675549.295264785,1,1,-48770,794509,-1182973,25829857,130622,251582
1615675550.298801119,1,1,-48486,653809,-1183956,25828633,125203,69436
1615675551.302339538,1,1,-48834,614639,-1184202,25828266,126085,-8651
1615675552.305860298,1,1,-50099,398560,-1184939,25826919,126589,-207363
1615675553.309398223,1,1,-52123,525431,-1183833,25827898,124667,-52607
1615675554.312939982,1,1,-45639,811824,-1182359,25830102,127377,261792
1615675555.316462390,1,1,-46746,666148,-1184202,25827531,125298,45129
1615675556.320007652,1,1,-48138,556522,-1184816,25825450,125045,-74655
1615675557.323534259,1,1,-51902,461391,-1185431,25826552,123218,-126088
1615675558.327060144,1,1,-51237,529129,-1183710,25828021,124888,-49735
1615675559.330595050,1,1,-47347,805199,-1182481,25829245,128795,235908
1615675560.334124424,1,1,-46715,964301,-1181990,25829122,127912,307534
1615675561.337672550,1,1,-51680,405149,-1185553,25826062,124258,-248903
1615675562.341198611,1,1,-47221,506871,-1184570,25827409,126432,-73726
1615675563.344726716,1,1,-49276,557136,-1183833,25828510,125676,-18668
1615675564.348260559,1,1,-46367,756898,-1182481,25829122,127282,159467
1615675565.351788837,1,1,-48075,633006,-1183956,25827531,125928,10524
1615675566.355328045,1,1,-50225,354341,-1184570,25826307,124447,-278201
1615675567.358861879,1,1,-49087,518596,-1184816,25827409,125140,-59121
1615675568.362387874,1,1,-43836,743034,-1182850,25828633,128889,197469
1615675569.365931766,1,1,-46620,695153,-1183587,25829245,125424,78718
1615675570.369461051,1,1,-46430,622455,-1183587,25827898,125045,-210
1615675571.373029304,1,1,-53799,248764,-1185185,25827776,122777,-272789
1615675572.376532120,1,1,-56930,-405027,-1186659,25825818,118555,-766830
1615675573.380055823,1,1,-48422,811281,-1180884,25829857,127125,260881
1615675574.383590613,1,1,-50257,669039,-1182481,25827286,125266,47861
1615675575.387120138,1,1,-51680,578219,-1182604,25827286,126337,-49489
1615675576.390653298,1,1,-52692,447019,-1183956,25828510,124541,-144879
1615675577.394196767,1,1,-50542,523398,-1184570,25828021,127062,-52764
1615675578.397719486,1,1,-47727,810562,-1180638,25829734,129393,252055
1615675579.401251736,1,1,-49276,664255,-1182973,25828388,127062,47738
1615675580.404783439,1,1,-48011,549214,-1183710,25827654,124699,-84164
1615675581.408316179,1,1,-49941,453469,-1183464,25829000,125518,-137927
1615675582.411848678,1,1,-91310,-3797266,-1197473,25828266,125266,-59699
1615675583.415387632,1,1,-47221,677487,-1181867,25830469,130401,130029
1615675584.418920239,1,1,-49150,670529,-1182973,25828266,127471,49034
1615675585.422449798,1,1,-48454,605770,-1183710,25828266,125707,-17109
1615675586.425987029,1,1,-52060,391725,-1184816,25826185,124384,-216522
1615675587.429517124,1,1,-50953,526220,-1183342,25827286,127125,-53027
1615675588.433044415,1,1,-46462,770025,-1181253,25830591,129330,226487
1615675589.436579748,1,1,-47505,701007,-1182604,25828755,130086,87264
1615675590.440122325,1,1,-48612,629851,-1184202,25828633,126463,7127
1615675591.443669777,1,1,-53957,356462,-1184570,25827042,123061,-273367
1615675592.447189519,1,1,-48707,516685,-1183587,25827776,122367,-60610
1615675593.450708294,1,1,-54274,25693,-1184325,25828633,125865,59594
1615675594.454250981,1,1,-46746,692700,-1182481,25829367,126652,91607
1615675595.457780487,1,1,-47727,636546,-1183956,25828755,126432,12976
1615675596.461314713,1,1,-54052,354780,-1184570,25826552,123533,-295573
1615675597.464852914,1,1,-50225,506257,-1183096,25828021,127408,-71713
1615675598.468377000,1,1,-51143,538137,-1182973,25829612,124069,-38457
1615675599.471912358,1,1,-46588,793229,-1182727,25829245,131158,212074
1615675600.475443740,1,1,-47221,648569,-1181498,25829245,128637,26741
1615675601.479001577,1,1,-50257,433787,-1183587,25826062,123439,-216172
1615675602.482512324,1,1,-50984,486313,-1183096,25827898,125424,-95810
1615675603.486037238,1,1,-48770,526956,-1183096,25828266,128543,-49665
1615675604.489582048,1,1,-37574,1512516,-1178058,25832917,139759,1219787
1615675605.493112125,1,1,-49308,644871,-1181744,25828266,125613,18493
1615675606.496638044,1,1,-50542,596464,-1182850,25828878,125203,-27424
1615675607.500186642,1,1,-49023,397035,-1183587,25827409,126747,-209622
1615675608.503698474,1,1,-49245,518683,-1181744,25829245,125676,-56582
1615675609.507242190,1,1,-47853,774231,-1180147,25830346,129015,232844
1615675610.510769802,1,1,-50194,700516,-1181744,25829612,127345,85004
1615675611.514307515,1,1,-49498,625943,-1182359,25828633,125518,6356
1615675612.517842310,1,1,-50320,351713,-1184202,25828633,123187,-274873
1615675613.521365109,1,1,-50510,516265,-1182236,25829367,127471,-60487
1615675614.524900232,1,1,-49972,633023,-1181007,25830346,128102,72396
1615675615.528435587,1,1,-40990,1397598,-1178795,25830958,133079,710791
1615675616.531967434,1,1,-48897,626451,-1182359,25829367,126117,-595
1615675617.535511171,1,1,-51522,352571,-1183587,25828143,123376,-296379
1615675618.539030867,1,1,-50573,503874,-1182973,25830346,126274,-74444
1615675619.542573782,1,1,-48296,532389,-1181498,25829490,125392,-47003
1615675620.546098324,1,1,-45102,804323,-1180638,25829734,126904,234665
1615675621.549638724,1,1,-47885,658208,-1181375,25829734,125077,37161
1615675622.553166364,1,1,-48201,573680,-1181867,25829367,126211,-52046
1615675623.556694644,1,1,-51554,401522,-1183833,25828510,125171,-201864
1615675624.560229675,1,1,-48454,519507,-1181867,25829857,125896,-57510
1615675625.563763423,1,1,-49150,712767,-1180270,25831693,124793,165684
1615675626.567294474,1,1,-50352,496355,-1181253,25830102,127093,-3327
1615675627.570841216,1,1,-47980,626521,-1181867,25830102,129456,1243
1615675628.574361934,1,1,-52091,356199,-1183342,25828755,123691,-293542
1615675629.577898781,1,1,-49435,498896,-1182359,25829122,126274,-78595
1615675630.581418889,1,1,-47822,529532,-1182481,25829367,126526,-48999
1615675631.584960929,1,1,-47442,804884,-1180270,25832182,126526,242318
1615675632.588495941,1,1,-46904,665043,-1181621,25830102,127156,44096
1615675633.592022786,1,1,-51143,601582,-1181744,25828878,125392,-19981
1615675634.595550251,1,1,-51111,377195,-1183710,25828510,123281,-235803
1615675635.599091192,1,1,-49624,518210,-1180761,25830102,126621,-57440
1615675636.602632501,1,1,-48992,667918,-1180515,25831448,126684,114022
1615675637.606162900,1,1,-44690,709122,-1181007,25830836,126747,126561
1615675638.609697620,1,1,-49593,629974,-1179901,25829734,129173,6076
1615675639.613229003,1,1,-52155,359249,-1182359,25827654,124510,-292999
1615675640.616757333,1,1,-49814,498721,-1180515,25830102,122241,-77439
1615675641.620293133,1,1,-48897,531583,-1181744,25829857,127692,-45479
1615675642.623826581,1,1,-45323,802658,-1179164,25831693,129645,233667
1615675643.627366386,1,1,-48960,657420,-1181007,25830469,128889,35409
1615675644.630889244,1,1,-47948,544955,-1181130,25829857,126180,-86703
1615675645.634427424,1,1,-49624,431211,-1180761,25829612,123817,-161919
1615675646.637963284,1,1,-50383,522995,-1181498,25830714,129204,-53832
1615675647.641494914,1,1,-47663,796173,-1178795,25832182,128795,252913
1615675648.645021556,1,1,-47980,655387,-1179532,25831081,124258,55163
1615675649.648558995,1,1,-48328,621702,-1180638,25829857,128165,385
1615675650.652083677,1,1,-51775,351765,-1182359,25829734,125518,-281178
1615675651.655628655,1,1,-50636,508974,-1182359,25830714,125928,-66406
1615675652.659150218,1,1,-46746,555768,-1180884,25829367,128133,-19298
1615675653.662703145,1,1,-47347,788970,-1179778,25830958,126085,205174
1615675654.666229474,1,1,-47379,649007,-1180638,25829490,123754,27827
1615675655.669749670,1,1,-48612,477445,-1182113,25830224,124100,-165211
1615675656.673289697,1,1,-52313,458499,-1180638,25829612,126085,-127279
1615675657.676821857,1,1,-50795,523468,-1180147,25830836,126936,-53097
1615675658.680343553,1,1,-46430,820745,-1178181,25832549,130086,263298
1615675659.683911710,1,1,-39314,1593084,-1175969,25832305,132701,724310
1615675660.687417577,1,1,-49466,619914,-1180024,25830346,126904,262
1615675661.690952494,1,1,-52344,350205,-1181867,25828143,124636,-275346
1615675662.694480999,1,1,-49561,511550,-1180270,25830346,125014,-62291
1615675663.698017497,1,1,-48865,573277,-1179409,25830958,124762,4290
1615675664.701545551,1,1,-47252,777859,-1179655,25832549,126936,190779
1615675665.705080752,1,1,-49909,643311,-1179287,25831570,127975,23256
1615675666.708614619,1,1,-50542,416839,-1179655,25828388,123376,-232581
1615675667.712148732,1,1,-52155,484683,-1181253,25831693,125928,-93778
1615675668.715677119,1,1,-49308,525729,-1180024,25831081,127093,-50383
1615675669.719203435,1,1,-48486,807005,-1177812,25832917,125865,249848
1615675670.722745390,1,1,-52123,276631,-1180884,25829857,122903,-305152
1615675671.726278757,1,1,-48454,574819,-1181007,25830469,123785,-50225
1615675672.729810313,1,1,-50257,409724,-1180638,25829734,121863,-189641
1615675673.733342925,1,1,-49561,521750,-1179287,25829979,125581,-54848
1615675674.736860493,1,1,-46303,794263,-1176952,25833529,128543,253648
1615675675.740406878,1,1,-49182,686741,-1179164,25831203,128795,74164
1615675676.743938124,1,1,-49624,624032,-1179164,25831326,127440,5026
1615675677.747478935,1,1,-49782,360055,-1181130,25828878,122494,-259655
1615675678.751001797,1,1,-48517,515669,-1179901,25831081,123754,-59506
1615675679.754541755,1,1,-45924,704863,-1177443,25832305,128732,157295
1615675680.758065207,1,1,-47031,716447,-1178426,25832549,128354,107648
1615675681.761612306,1,1,-49846,550073,-1179287,25823737,56174,-11638462
1615675682.765142264,1,1,-52724,351590,-1180515,25829857,122714,-282404
1615675683.768681663,1,1,-48011,512129,-1179655,25831326,127471,-63079
1615675684.772204815,1,1,-47062,608592,-1179041,25831570,126589,45006
1615675685.775732690,1,1,-49751,743806,-1178672,25831081,127125,144669
1615675686.779270838,1,1,-48676,630394,-1179409,25831326,125802,10665
1615675687.782809787,1,1,-53451,350521,-1179655,25829245,123911,-288778
1615675688.786343409,1,1,-48422,509903,-1179532,25832305,126747,-64970
1615675689.789861140,1,1,-49276,595921,-1179041,25831203,127503,30366
1615675690.793404187,1,1,-49561,743771,-1177812,25830591,127944,145650
1615675691.796931354,1,1,-47410,632760,-1179041,25831203,125203,12556
1615675692.800471762,1,1,-51996,342950,-1179778,25829000,113073,-1185621
1615675693.803992115,1,1,-50542,508396,-1177812,25831815,126337,-68735
1615675694.807534096,1,1,-49846,581041,-1178795,25832182,128007,13484
1615675695.811059321,1,1,-46683,759859,-1177075,25833161,128637,166770
1615675696.814596697,1,1,-47094,637493,-1177443,25831081,125455,16374
1615675697.818132689,1,1,-49403,358232,-1180392,25829734,122367,-290442
1615675698.821673884,1,1,-51206,499913,-1179041,25831570,126432,-75460
1615675699.825194706,1,1,-49023,532914,-1177812,25832917,126589,-42134
1615675700.828722873,1,1,-47094,797050,-1176214,25832794,130559,223107
1615675701.832262680,1,1,-47853,651268,-1178058,25830958,128480,30261
1615675702.835794667,1,1,-51111,443216,-1179409,25830469,122966,-201392
1615675703.839326496,1,1,-50257,392881,-1178672,25828878,116098,-1214131
1615675704.842860097,1,1,-48676,524344,-1178426,25831693,126873,-54008
1615675705.846400104,1,1,-43583,806707,-1177075,25833773,128952,252475
1615675706.849933079,1,1,-46430,667567,-1177689,25832427,127251,48631
1615675707.853466843,1,1,-49150,605735,-1177689,25832182,125739,-14517
1615675708.856994173,1,1,-49498,374006,-1178795,25830469,124573,-236854
1615675709.860525156,1,1,-48739,517614,-1178058,25830469,124226,-57808
1615675710.864057165,1,1,-47663,685602,-1177320,25833406,127345,135755
1615675711.867599385,1,1,-48328,727612,-1177198,25832305,127849,126141
1615675712.871121662,1,1,-48328,632077,-1177443,25831203,127314,12381
1615675713.874655247,1,1,-51585,350801,-1179409,25830102,123061,-293874
1615675714.878194543,1,1,-40927,1515215,-1173142,25834018,132449,542655
1615675715.881717497,1,1,-50383,540643,-1178795,25832182,128102,-35935
1615675716.885251713,1,1,-47632,785360,-1174986,25834385,128606,205192
1615675717.888786739,1,1,-48106,642049,-1178058,25832549,127849,22258
1615675718.892325687,1,1,-49182,372446,-1178672,25829612,124352,-277605
1615675719.895865832,1,1,-48929,498844,-1178058,25832549,124699,-75986
1615675720.899385018,1,1,-49529,535999,-1176829,25833161,125014,-39227
1615675721.902923612,1,1,-45639,784939,-1176337,25832794,128511,203003
1615675722.906452885,1,1,-45671,640998,-1176337,25831448,127818,20804
1615675723.909985321,1,1,-53040,356462,-1179409,25829122,125298,-291370
1615675724.913519787,1,1,-49751,503155,-1177812,25832427,127849,-70189
1615675725.917053531,1,1,-51933,68474,-1178426,25830469,121107,-485897
1615675726.920580112,1,1,-47885,764416,-1176829,25833406,128795,172496
1615675727.924135428,1,1,-48043,633286,-1177812,25831203,126243,12030
1615675728.927646175,1,1,-51585,349977,-1178795,25829245,125298,-294330
1615675729.931182256,1,1,-48707,507256,-1178058,25832672,125077,-67825
1615675730.934708458,1,1,-50731,567581,-1176214,25833161,128070,-2381
1615675731.938251647,1,1,-47663,757231,-1175846,25832917,131126,166700
1615675732.941778871,1,1,-49118,634513,-1176583,25832305,128637,15621
1615675733.945294419,1,1,-50889,348365,-1177566,25830346,122840,-294435
1615675734.948851054,1,1,-49972,506398,-1177198,25832060,126936,-67860
1615675735.952377249,1,1,-49719,565636,-1175969,25832305,127125,-6339
1615675736.955912097,1,1,-50826,639368,-1175477,25832672,126936,42747
1615675737.959437988,1,1,-47315,633514,-1176214,25832305,128354,13537
1615675738.962982590,1,1,-51079,351099,-1177935,25830346,123596,-294487
1615675739.966508971,1,1,-47916,500386,-1176706,25832182,126652,-71748
1615675740.970052029,1,1,-48106,555085,-1176214,25832305,126747,-16181
1615675741.973580852,1,1,-47347,770025,-1175109,25833406,127597,180464
1615675742.977113713,1,1,-49814,637247,-1176583,25832549,127597,17827
1615675743.980634885,1,1,-51396,351257,-1177812,25830714,124951,-294505
1615675744.984172921,1,1,-49023,504873,-1177443,25831937,124825,-69751
1615675745.987712192,1,1,-48549,549266,-1176214,25832549,125203,-23116
1615675746.991245691,1,1,-46462,768991,-1175969,25833773,129614,182023
1615675747.994775759,1,1,-48517,660679,-1176214,25832549,125518,19701
1615675748.998300251,1,1,-50953,348155,-1177689,25831081,123533,-292841
1615675750.001841362,1,1,-52408,509202,-1176214,25832549,122241,-64235
